en	fr
Some settings can not be preseeded because they are needed before the preseeding file is downloaded. Language, keyboard layout and desktop environment are examples of such settings. If you want to change the default settings, edit the iPXE menu file srv tftp ltsp ltsp.ipxe on the main server.	Certains paramètres ne peuvent pas être prédéfinis car ils sont nécessaires avant le téléchargement du fichier de préconfiguration. La langue, la disposition du clavier et l'environnement de bureau sont des exemples de tels paramètres. Si vous souhaitez modifier les paramètres par défaut, modifiez le fichier de menu iPXE srv tftp ltsp ltsp.ipxe sur le serveur principal.
Custom images	Images personnalisées
The text mode and the graphical installation are functionally identical only the appearance is different. The graphical mode offers the opportunity to use a mouse, and of course looks much nicer and more modern. Unless the hardware has trouble with the graphical mode, there is no reason not to use it.	L'installation en mode texte et en mode graphique sont identiques, seule l'apparence diffère. Le mode graphique vous permet d'utiliser la souris et est plus agréable et plus moderne. À moins que votre matériel ne pose des problèmes avec le mode graphique, il n'y a pas de raison de ne pas l'utiliser.
So here is a screenshot tour through a graphical bit Main Server Workstation LTSP Server installation and how it looks at the first boot of the main server and a PXE boot on the LTSP client network thin client session screen and login screen after the session on the right has been clicked).	Voici la visite guidée montrant l'installation graphique d'un serveur principal bits, d'une station de travail et d'un serveur LTSP, ainsi que ce à quoi ressemble le premier démarrage du serveur principal et d’un démarrage PXE sur le réseau des clients LTSP écrans de session de clients légers et écran de connexion après un clic sur la session à droite).
Xfce and Browser	Xfce et un navigateur Internet
Xfce Desktop	Bureau Xfce
Thin Client Welcome	Accueil de client léger
Thin Client Login	Connexion de client léger
During installation of the main server a first user account was created. In the following text this account will be referenced as first user This account is special, as the home directory permission is set to so chmod o+x is needed to make personal web pages accessible), and the first user can use sudo to become root.	Un premier compte d'utilisateur a été créé pendant l'installation du serveur principal. Ce compte sera appelé premier utilisateur dans la suite de ce texte. Ce compte est spécial, car les droits du répertoire personnel sont réglés à il est donc nécessaire d'exécuter la commande chmod o+x pour rendre les pages web personnelles accessibles), et le premier utilisateur peut utiliser sudo pour devenir superutilisateur.
See the information about Debian Edu specific file system access configuration before adding users; adjust to your site's policy if needed.	Consultez les informations sur la configuration de l'accès au système de fichiers spécifique à Debian Edu avant d’ajouter des utilisateurs adaptez la à la politique de votre site si nécessaire.
Add workstations with GOsa².	Ajoutez des stations de travail avec GOsa².
Adding users and workstations is described in detail below, so please read this chapter completely. It covers how to perform these minimum steps correctly as well as other stuff that everybody will probably need to do.	L'ajout d'utilisateurs et de stations de travail est décrit en détail ci dessous, veuillez lire le chapitre au complet. Il explique comment faire correctement ces étapes minimales ainsi que d'autres choses que tout le monde a probablement besoin de faire.
